kata,kelas,kata_dasar,nilai
"borengan","Nomina; Jw","",2
"boret","Nomina","",4
"borete","Verba; Sd","",2
"borgol","Nomina","",7
"borgot","Nomina; Bt","",1
"borhan","","",4
"borhan","","",4
"borhosori","Nomina; Tbt","",1
"borhu","Nomina; Bt","",1
"bori","Nomina; Abr","",1
"borida","Nomina; Kim","",3
"boris","Nomina; Mr","",1
"borju","Nomina; sing","",5
"borjuasi","Nomina","",5
"borjuis","Nomina","",6
"borjuisme","Nomina","",4
"borkat","Verba; Bt","",1
"borkol","Nomina; cak","",4
"borkos","Verba; Bt","",1
"bornang","Verba; Bt","",1
"borneo","Nomina","",5
"borneol","Nomina","",4
"bornit","Nomina","",3
"bornung","Adjektiva; Bt","",1
"boro","Nomina; Sd","",2
"boro","Verba; Jw; Nomina","",3
"boro","Nomina; Sng; Verba; Jw","",1
"boro","Nomina; Bt","",1
"boro","Adjektiva; Bg","",1
"boro-boro","Adverbia; cak","",7
"boroboro","Adjektiva; Tlk","",1
"borobudur","Nomina","",7
"boroco","Nomina","",4
"boroh","Adjektiva; Ri","",1
"borohidrida","Nomina; Kim","",3
"borohol","Adjektiva; Sd","",2
"borok","Nomina; ki","",7
"borolok","Nomina; Sd","",2
"borom","Nomina; Ky","",1
"boron","Nomina; Kim","",6
"borong","Verba","",7
"borontok","Nomina; Sd","",2
"boros","Adjektiva","",8
"boros","Nomina; Sd","",2
"borosamir","Nomina; Jw","",2
"borosilikat","Nomina; Geo","",4
"borot","Nomina; Bt","",1
"borot","Nomina; Dy","",1
"borotan","Nomina; Bt","",1
"borowula","Adjektiva; Ram","",1
"borrelia","Nomina","",4
"borsang","Nomina; Bt","",1
"borsila","Verba; Bnd","",1
"borta","Nomina; Bt","",1
"bortel","Nomina; cak","",4
"borto","Nomina","",4
"boru","Nomina; Bt","",2
"boru","Nomina; Jb","",1
"boru","Nomina; Kls","",1
"boru","Nomina; Mu","",1
"boru","Verba","",4
"boru","Nomina; Bgk","",1
"bosa","Nomina; Me","",1
"bosa","Nomina; Bg","",1
"bosadai","Nomina; Dy","",1
"bosan","Adjektiva","",8
"bosang","Nomina; Tot","",1
"bosang","Nomina; Sbw","",1
"bosano","Nomina","",4
"bosarak","Nomina; BgM","",1
"bose","Nomina; Verba","",4
"boseh","Adjektiva; Ri","",1
"bosentan","Nomina; Far","",4
"boseta","Nomina; ark","",2
"bosi","Nomina","",4
"bosi","Nomina; Gor","",1
"bosik","Nomina; Bt","",1
"bosiki","Verba; Kls","",1
"bosileh","Nomina; Dy","",1
"bosisme","Nomina; Pol","",4
"bosman","Nomina; Lay","",4
"bosnia","Nomina","",6
"bosnia-herzegovina","Nomina","",6
"bosniak","Nomina","",4
"boso","Nomina; Cl","",1
"boso","Nomina; Tr","",1
"bosohpuk","Verba; Dy","",1
"bosok","Nomina; Bg","",1
"bosokene","Nomina; Tr","",1
"boson","Nomina","",5
"bosongot","Nomina; Sd","",2
"bosor","Adjektiva","",5
"bosorang","Nomina; Bnd","",1
"bosoro","Nomina; Me","",1
"bosot","Nomina","",4
"bostan","","",4
"bostan","","",4
"bosun","Nomina; Lay","",4
"bota","Nomina; Buo","",1
"bota","","",4
"bota","","",4
"bota-bota","Nomina; Tlk","",1
"botak","Adjektiva","",8
"botan","Nomina; Kei","",1
"botana","Nomina","",4
"botang","Nomina; ark","",2
"botani","Nomina","",7
"botanik","Adjektiva","",5
"botanikus","Nomina","",5
"botanis","Adjektiva","",5
"botaniwan","Nomina","",4
"botanofobia","Nomina; Psi","",3
"botarga","Nomina","",4
"botasupal","Nomina; akr","",4
"botatah","Mk","",1
"botcok","Nomina; Mt","",1
"bote","Nomina; Cl","",1
"boteguya","Nomina; Kal","",1
"botek","Nomina; Jw","",2
"botekan","Nomina; Jw","",3
"botel","Nomina; Prw","",1
"botelir","Nomina; cak","",4
"boti","Nomina; Kls","",1
"boti","Nomina; Lj","",1
"botia","Nomina","",4
"botiga","Nomina; Kal","",1
"boting","Nomina; Ri","",1
"botinglangi","Nomina; Bg","",1
"botipa","Verba; Dy","",1
"botir","Nomina; Tsg","",1
"botlaya","Nomina; Eln","",1
"botnet","Nomina","",6
"boto","Adjektiva; Jk","",3
"botoh","Nomina; Jw","",4
"botoh","Nomina; Jw","",3
"botohon","Nomina; Bt","",1
"botok","Nomina","",5
"botoks","Nomina","",6
"botol","Nomina","",9
"botol","Adjektiva; akr","",5
"botoleun","Nomina; Sd","",2
"botor","Nomina; Jw","",3
"botor","Nomina; Dy","",1
"botot","Adjektiva; Ri","",1
"botram","Nomina; Sd","",4
"botridium","Nomina; Zool","",3
"botswana","Nomina","",5
"bottegung","Nomina","",3
"botu","Nomina; Dy","",1
"botu","Nomina; Mu","",1
"botulei","Nomina; Gor","",1
"botulin","Nomina; Kim","",3
"botulisme","Nomina; Bio","",4
"botunotian","Nomina; Buo","",1
"boturan","Nomina; Bt","",1
"botutu","Nomina; Gor","",1
"bou","Nomina; Mg","",1
"bou","Nomina; Sls","",1
"bouang","Nomina; Sln","",1
"bouram","Nomina","",3
"boven","Nomina","",5
"bovidae","Nomina","",4
"bovinofobia","Nomina; Psi","",3
"bowling","","",6
"bowling","","",6
"bowo","Nomina","",4
"bowo","Nomina; Jw","",2
"boy-boyan","Nomina","",4
"boya","Nomina; Lay","",4
"boya","Adjektiva","",4
"boya","Nomina; Kal","",1
"boya","Verba; Mks","",1
"boya","Nomina; Ri","",1
"boyak","Adjektiva","",5
"boyang","Nomina; Ri","",1
"boyang","Nomina; Mr","",1
"boyas","Adjektiva; ark","",2
"boyate","Nomina","",3
"boyate","Nomina; Buo","",1
"boyo","Nomina; Bgi","",1
"boyo-boyo","Nomina; Lay","",3
"boyobi","Nomina; Buo","",1
"boyoboyo","Verba","",4
"boyok","Nomina; Jw","",4
"boyolali","Nomina","",5
"boyolangu","Nomina; Ark","",3
"boyondi","Nomina","",3
"boyong","Verba","",6
"boyot","Adjektiva; Sd","",2
"boyut","Nomina","",4
"boza","Nomina","",4
"bozah","Nomina","",4
"bozem","Nomina","",4
"bph","Nomina; sing","",5
"bpk","Nomina; sing","",7
"bra","Nomina; sing","",4
"brabak","Nomina; Jw","",2
"brabuk","Nomina; Ri","",1
"bradiaritmia","Nomina","",4
"bradiartria","Nomina; Psi","",3
"bradikardi","Nomina; Dok","",6
"bradikardia","Nomina; Dok","",5
"bradikinesia","Nomina; Dok","",4
"bradikinin","Nomina","",4
"bradikusia","Nomina; Dok","",4
"braen","Nomina","",3
"brafaks","Nomina; akr","",2
"brahma","Nomina; Hin","",6
"brahmacari","Nomina","",4
"brahmaloka","Nomina; Hin","",3
"brahman","Nomina; Hin","",5
"brahmana","Nomina; Hin","",6
"brahmani","Nomina; kl","",2
"brahmanisme","Nomina","",4
"brahmapendem","Nomina; Jw","",2
"brahmi","Nomina","",4
"brahmin","Nomina","",4
"brahu","Nomina","",4
"brahui","Nomina","",4
"braille","Nomina","",6
"braj","Nomina; sing","",4
"braja","Nomina","",4
"brajapanjara","Nomina; Sd; ark","",2
"brajg","Nomina; sing","",3
"braka","Nomina; akr","",2
"braket","Nomina","",6
"brakial","Adjektiva","",4
"brakialis","Nomina; Anat","",4
"brakiasi","Nomina","",4
"brakidaktili","Nomina; Dok","",4
"brakilogi","Nomina; Ling","",4
"brakiopoda","Nomina","",4
"brakiosaurus","Nomina; Zool","",6
"brakiosefalik","Adjektiva; Anat","",4
"brakisefalik","Verba; Anat; Adjektiva","",4
"brakisklereid","Nomina; Bio","",3
"brakistokron","Nomina; Fis","",4
"brakiterapi","Nomina; Dok","",5
"brakiurus","Adjektiva; Zool","",4
"brakot","Nomina","",4
"brakot","Verba; Jw","",3
"braktea","Nomina; Bot","",4
"bralem","Nomina; Jb","",2
"bralet","Nomina; Tbs","",5
"brama","Nomina; Jw","",3
"bramacorah","Nomina; Huk","",5
"brambang","","",5
"brambang","","",5
"brana","","",4
"brancah","Nomina","",3
"brandal","","",6
"brandal","","",6
"brander","Nomina","",5
"brandu","Nomina; Jw","",2
"brandu","Nomina; Jw","",2
"brangas","","",5
"brangas","","",5
"branggah","Nomina; Jw","",3
"branggang","Nomina","",4
"brangkas","","",5
"brangkas","","",5
"brangkasan","Nomina","",4
"brangta","Adjektiva; Sd","",2
"brangus","","",5
"brangus","","",5
"branjangan","Nomina","",5
"brankar","Nomina","",5
"brankas","Nomina","",6
"brankial","Adjektiva","",4
"brankiostegit","Nomina; Zool","",3
"brantas","Nomina","",5
"branwir","Nomina","",5
"braseri","Nomina","",5
"brasil","Nomina","",7
"brasilia","Nomina","",6
"brata","Nomina; Hin","",4
"bratawali","Nomina","",6
"brati","Nomina; Jw","",3
"bratislava","Nomina","",5
"bratislawa","Nomina","",5
"bratu","Nomina","",4
"brawokan","Nomina; Us","",2
"bray","Nomina; sing","",4
"brayo","Nomina; Jw","",2
"brazaville","Nomina","",5
"brazza","Nomina","",4
"brebes","Nomina","",5
"brebet","Adjektiva; cak","",5
"bredel","","",7
"bredel","","",7
"bregada","Nomina","",5
"bregadak","Adjektiva; Jw; cak","",3
"bregeder","Nomina; Jw","",4
"bregodo","Nomina; Jw","",4
"breksi","","",5
"breksi","","",5
"breksia","Nomina; Geo","",4
"breksiasi","Nomina; Geo","",3
"brendi","Nomina","",7
"brengkes","Nomina; Plb","",4
"brengkesan","Nomina; Jw","",4
"brengkolang","Verba; Jw","",2
"brengsek","","",9
"brengsek","","",9
"brenyengsiang","Nomina; Beng","",2
"bresihan","Nomina; Jw","",3
"bretel","Nomina","",6
"breumbong","Nomina; Ach","",2
"brevet","Nomina","",7
"brevimanus","Nomina","",3
"brewok","","",8
"brewok","","",8
"brewu","Adjektiva; Jw","",3
"brh","Nomina; sing","",3
"bribil","Nomina; Jw","",3
"bribil","Nomina; Bot","",3
"bridgetown","Nomina","",5
"brie","Nomina","",6
"brifing","Nomina; cak","",8
"brigade","Nomina","",8
"brigadir","Nomina","",8
"brigif","Nomina; akr","",6
"brigiflinud","Nomina; akr","",5
"brigjen","Nomina; akr","",7
"brigjenpol","Nomina; akr","",6
"brigkav","Nomina","",5
"briglinud","Nomina; akr","",5
"brigpasrat","Nomina; akr","",5
"brigpol","Nomina; akr","",6
"brigpur","Nomina; akr","",5
"brigtar","Nomina; Pls; akr","",4
"brigter","Nomina; akr","",4
"briket","Nomina","",7
"brikolase","Nomina","",5
"brilian","Adjektiva","",8
"brimob","Nomina; akr","",9
"brimobda","Nomina; akr","",6
"brine","Nomina","",5
"briofita","Nomina","",6
"briologi","Nomina","",4
"briozoa","Nomina","",4
"bripda","Nomina; akr","",7
"bripka","Nomina; akr","",7
"briptu","Nomina; akr","",7
"brisan","","",3
"brisket","Nomina","",6
"britakaku","Nomina","",3
"britonik","Nomina","",3
"britpop","Nomina","",6
"briyani","Nomina","",7
"brm","Nomina; sing","",4
"brmg","Nomina; sing","",3
"brmh","Nomina; sing","",3
"brobosan","Nomina; Jw","",5
"broiler","Nomina","",7
"brokade","Nomina","",5
"brokat","Nomina","",8
"broker","Nomina","",8
"brokohan","Nomina; Jw","",4
"brokoli","Nomina","",9
"brokus","Nomina; akr","",6
"bromansa","Nomina","",7
"bromat","Nomina; Kim","",5
"bromazepam","Nomina; Far","",5
"brome","Nomina","",4
"bromelain","Nomina","",5
"bromelia","Nomina","",6
"bromelin","Nomina","",5
"bromheksin","Nomina; Far","",6
"bromhidrosis","Nomina; Dok","",4
"bromida","Nomina; Kim","",5
"bromidrosifobia","Nomina; Psi","",3
"bromidrosis","Nomina","",4
"bromin","Nomina; Kim","",6
"brominasi","Nomina; Kim","",4
"bromisme","Nomina","",4
"bromo","Nomina","",8
"bromocorah","","",6
"bromocorah","","",6
"bromodosis","Nomina","",3
"bromoform","Nomina; Kim","",5
"bromoperoksidase","Nomina; Kim","",4
"brompit","Nomina; cak","",5
"bronat","Nomina; akr","",4
"brondolan","Nomina","",6
"brongkos","","",6
"brongkos","Verba; Jw","",4
"brongot","Verba; Mn","",2
"brongsong","Nomina; Jw","",5
"brongsong","Nomina; Jw","",5
"bronis","Nomina; Tbg","",8
"bronjong","Nomina","",7
"bronkial","Adjektiva","",6
"bronkiektasis","Nomina","",5
"bronkiolektasis","Nomina; Dok","",4
"bronkioli","Nomina; Anat","",5
"bronkiolitis","Nomina; Dok","",5
"bronkiolus","Nomina; Dok","",6
"bronkitis","Nomina; Dok","",8
"bronkoalveolar","Adjektiva","",5
"bronkodilatasi","Nomina; Dok","",4
"bronkodilator","Nomina","",6
"bronkoesofagologi","Nomina; Dok","",3
"bronkofoni","Nomina","",4
"bronkogenik","Adjektiva","",5
"bronkografi","Nomina","",5
"bronkokonstriksi","Nomina; Dok","",4
"bronkopneumonia","Nomina; Dok","",6
"bronkoskop","Nomina; Dok","",5
"bronkoskopi","Nomina; Dok","",5
"bronkospasme","Nomina; Dok","",5
"bronkotomi","Nomina; Dok","",4
"bronkus","Nomina; Anat","",7
"brontofobia","Nomina; Psi","",4
"brontosaurus","Nomina; Zool","",7
"bronzit","Nomina; Geo","",3
"brosur","Nomina; Man","",9
"broti","Nomina; Hut","",5
"brudel","Nomina; Bld","",5
"bruder","Nomina; Kat","",7
"brudul","Adjektiva; Jw","",3
"bruga","Nomina; Mg","",2
"brugu","Nomina; kl","",2
"brukat","","",6
"brukat","","",6
"bruksisme","Nomina; Dok","",5
"brukut","Adjektiva; Jw","",3
"brule","Nomina; Tbg","",4
"brumasi","Nomina","",4
"brumbun","Nomina; Bl","",3
"brunai","","",8
"brunai","","",8
"brunjung","Nomina; Jw","",4
"brunois","Nomina; Tbg","",4
"bruselosis","Nomina; Bio","",4
"brusit","Nomina; Geo","",3
"brusketa","Nomina","",6
"brussel","Nomina","",8
"brutal","Adjektiva; cak","",9
"brutalis","Adjektiva; Ars; Nomina","",6
"brutalisme","Nomina","",6
"brutalitas","Nomina","",8
"bruto","Nomina","",8
"brutu","Nomina; Jw","",4
"bruwet","Adjektiva; Jw","",4
"bsc","Nomina; sing","",7
"buabiri","Nomina; Bgk","",2
"buah","Nomina","",10
"buahanga","Nomina; Gor","",2
"buahulo","Nomina; Gor","",2
"buai","Nomina; Fis","",7
"buak","Verba","",4
"buak","Adjektiva; Mk","",3
"buak","Nomina","",4
"buak-buak","Verba; Bkt","",3
"buak-buak","Nomina; Ri","",3
"bual","Nomina","",8
"bual","Nomina","",7
"buala","Nomina; Sh","",2
"bualih","Nomina; Lp","",2
"buamang","Nomina; Kb","",2
"buan","Nomina","",3
"buana","Nomina; kl","",7
"buang","Verba","",10
"buang","Nomina; Mk","",3
"buangga","Adjektiva; Tlk","",2
"buangong","Nomina","",3
"buani","Adjektiva","",4
"buar","Adjektiva; ark","",2
"buari","Nomina; ark","",2
"buas","Adjektiva; ki","",8
"buas-buas","Nomina","",4
"buasasak","Nomina; Bgi","",2
"buat","Verba","",10
"buat","Partikel; cak","",9
"buat","Nomina; Tj","",3
"buatkaju","Nomina; Mt","",2
"buatulo","Nomina; Gor","",2
"buawu","Nomina; Gor","",2
"buaya","Nomina; ki","",9
"buaya-buaya","Nomina; Lay","",5
"bubak","Nomina; Jw; Us","",3
"bubar","Verba","",9
"bubar","Nomina; akr","",4
"bubas","Verba; Lp","",2
"bubat","Nomina; Jw","",4
"bubeng","Nomina","",3
"bubengka","Nomina; Tr","",4
"bubes","Nomina; Pi","",2
"bubo","Nomina","",4
"bubol","Adjektiva; Kpr","",2
"bubolo","Nomina; Gor","",2
"buboluta","Nomina; Gor","",2
"bubon","Nomina; Ach","",2
"bubonik","Nomina","",4
"buboo","Nomina; Gor","",2
"buboto","Nomina; Gor","",2
"buboulo","Nomina; Gor","",2
"bubruk","Adjektiva","",4
"bubu","Verba; Mdr","",4
"bubu","Nomina; Kls","",4
"bubu","Nomina; Stn","",3
"bubuai","Nomina","",4
"bubual","Nomina; Ri","",3
"bubuara","Verba; Sd","",2
"bubudabi","Nomina; MBa","",2
"bubuh","Verba","",8
"bubuhuk","Nomina; Kei","",2
"bubuk","Nomina","",8
"bubuk","Nomina","",7
"bubuk","Verba; ark","",2
"bubuk","Nomina; Bn","",2
"bubukka","Nomina; Bgi","",2
"bubuksah","Nomina; Bud","",3
"bubukuan","Nomina; Tot","",2
"bubul","Nomina; Mdr","",3
"bubul","Verba","",7
"bubul","","",5
"bubul","Nomina; Jw","",4
"bubul","Adjektiva; Jw","",3
"bubul","Nomina; Bgi","",2
"bubul","Verba; Klm","",2
"bubula","Nomina; Bjr","",3
"bubulak","Nomina; Sd","",3
"bubuliide","Adjektiva; Gor","",2
"bubun","Nomina; Mk","",3
"bubung","Adjektiva","",5
"bubung","Nomina","",7
"bubung","","",4
"bubung","Nomina","",6
"bubuo","Nomina; Gor","",2
"bubur","Nomina","",9
"bubus","","",4
"bubus","Nomina; Jw","",3
"bubus","Nomina; Tot","",2
"bubusi","Verba; Tlk","",2
"bubut","Nomina; Lay","",5
"bubut","Nomina","",7
"bubut","Nomina","",6
"bubut","Verba","",8
"bubut","Nomina; Bgi","",2
"bubut","Verba; Als","",2
"bubutia","Nomina; Gor","",2
"bubutiya","Nomina; Gor","",2
"bubuto","Verba; Gor","",2
"buceng","Nomina; Jw","",4
"buci","Nomina; cak","",6
"bucik","Nomina; Prm","",3
"bucik","Nomina; Jw","",3
"bucin","Nomina; cak; akr","",9
"bucing","Nomina; cak; akr","",5
"bucu","Nomina","",6
"bucu","Nomina; MBl","",2
"bucu","Nomina; Ri","",3
"bucung","Nomina; Jw","",3
"buda","Nomina; Bl","",5
"buda","Nomina; Filol","",4
"budaha","Nomina; Bt","",2
"budak","Nomina","",9
"budak","Nomina; Mdr","",3
"budal","Adjektiva; Bt","",3
"budal","Nomina","",6
"budal","Verba; Sd","",3
"budang","Nomina; Beng","",2
"budapes","Nomina","",6
"budapest","Nomina","",7
"budaya","Nomina; cak","",10
"budayawan","Nomina","",8
"budayawi","Adjektiva","",5
"buddha","Nomina","",9
"buddhafobia","Nomina; Psi","",3
"buddhis","Nomina; Adjektiva","",7
"buddhisme","Nomina","",7
"bude","Nomina; Jw","",7
"budek","Adjektiva; kas","",7
"budek","Nomina; Mdr","",3
"budeklu","Nomina; Mrd","",2
"budel","akr","",4
"budel","Nomina; Bgi","",2
"budel","Nomina; Jw","",4
"budeor","Adjektiva; Bt","",2
"budesonide","Nomina","",5
"budha","","",6
"budha","","",6
"budi","Nomina","",9
"budi","Nomina; Sg","",3
"budian","Nomina; Jw","",3
"budiar","Verba; Bt","",2
"budidaya","","",9
"budig","Nomina; Sd","",3
"budikdamber","Nomina; akr","",6
"budim","Verba; cak; akr","",5
"budiman","Nomina","",7
"budna","Nomina; Ar","",2
"budong","Nomina; MBa","",2
"budong-budong","Nomina","",4
"budu","Nomina","",5
"budu","Adjektiva; Mdr","",3
"budu","Nomina; Dy","",2
"budu","Adjektiva; Kpr","",2
"buduh","Nomina; Mdr","",3
"buduk","Nomina; Jw; Sd","",4
"buduk","Nomina; Klm","",2
"budur","Verba","",4
"bue","Nomina","",4
"bue-bue","Nomina; Bgi","",2
"buek","Verba; Bg","",2
"buen","Nomina; Sbw","",2
"bueng","Nomina; Jb","",3
"buera","Nomina; Oy","",2
"buet","Nomina; Ldy","",2
"bueya","Nomina; Tot","",2
"bufalo","Nomina","",5
"bufas","Nomina; akr","",4
"bufer","Nomina; Kim","",6
"bufet","Nomina; Tbg","",7
"bufonofobia","Nomina; Psi","",3
"bugagum","Nomina; Lp","",2
"bugaku","Nomina; Jp","",4
"bugar","Adjektiva","",9
"bugat","Nomina; Ar","",3
"buge","Nomina","",3
"bugei","Nomina; Mt","",2
"bugenvil","Nomina","",8
"bugi-bugi","Nomina","",4
"bugigag","Nomina; Sd","",3
"bugik","Nomina; Trj","",2
"bugil","Adjektiva","",8
"bugis","Nomina","",9
"bugis","Nomina; Jw","",4
"buhal","Nomina; Bjr","",3
"buhal","Nomina; Bjr","",3
"buho","Nomina; Stn","",2
"buhohok","Nomina; Bt","",2
"buhoyas","Verba","",4
"buhui","Nomina; Beng","",2
"buhuk","Nomina; Mk","",3
"buhuk","Verba; Ach","",2
"buhul","Nomina","",6
"buhun","Nomina; Sd","",3
"buhur","","",4
"buhur","Nomina; Bn","",3
"buhur","","",4
"buhuto","Nomina; Gor","",2
"bui","Nomina; Kae","",3
"bui","Nomina; Klm","",2
"buih","Nomina","",8
"buihere","Verba; Khm","",2
"buil","Nomina","",4
"builon","Nomina","",5
"buin","Nomina; Sbw","",2
"buin","Nomina; Eln","",2
"buing","Nomina","",4
"buis","Nomina; Bkt","",3
"buit","Nomina","",4
"buit","Nomina; Sls","",2
"bujal","Adjektiva; Sd","",3
"bujam","Nomina; kl","",4
"bujan","Nomina","",4
"bujang","Nomina; kl; Bt","",8
"bujang","","",5
"bujang","Nomina; Sd","",3
"bujangga","Nomina; Ach","",4
"bujanggi","","",4
"bujanggi","","",4
"bujel","Adjektiva; Jw","",3
"bujet","Nomina; Ek","",9
"bujeter","Nomina; cak","",5
"bujing","Nomina; Bt","",2
"bujogo","Nomina; Bt","",2
"bujuk","Nomina; Mdr","",3
"bujuk","Nomina","",7
"bujuk","Nomina","",6
"bujukbin","Nomina; akr","",4
"bujukdas","Nomina; akr","",4
"bujukin","Nomina; akr","",4
"bujuklak","Nomina; akr","",4
"bujuklap","Nomina; akr","",4
"bujukmin","Nomina; akr","",4
"bujuknis","Nomina","",6
"bujukops","Nomina; akr","",4
"bujukpur","Nomina; akr","",4
"bujuktis","Nomina; akr","",4
"bujul","Verba; Als","",2
"bujumbura","Nomina","",6
"bujung","Nomina; Jw","",3
"bujur","Nomina; Geo","",8
"bujur","","",5
"bujuran","Nomina","",5
"bujut","Adjektiva; ark","",3
"bujutis","Nomina; akr","",4
"buka","Verba; ark; cak","",9
"buka","Verba; Isl","",8
"bukak","Verba; Dy","",2
"bukake","Nomina; Jp; Psi","",5
"bukal","Adjektiva","",5
"bukan","Adverbia; Pronomina; Adjektiva; ark","",10
"bukang","Nomina; Si","",2
"bukang","Nomina; Ab","",2
"bukang","Verba; Maa; ark; Nomina; Dy","",3
"bukankah","Pronomina","",8
"bukantah","Pronomina; ark","",4
"bukapet","Nomina; Mrd","",2
"bukar","Verba; Dy","",2
"bukares","Nomina","",6
"bukasem","Verba; Mdr","",3
"bukat","Nomina","",5
"bukat","Adjektiva","",5
"bukat","Nomina; Mt","",2
"bukat","Verba; Mt","",2
"bukat","Nomina; Mt","",2
"bukat","Verba; Sls","",2
"bukatini","Nomina; It; Tbg","",5
"bukau","Nomina","",5
"bukaweng","Nomina; Mr","",2
"bukber","Nomina; akr","",9
"bukbun","Nomina","",4
"buke","Nomina; Kal; Gy","",3
"bukembu","Nomina; Mdr","",3
"bukere","Nomina; Stn","",2
"buket","Nomina","",8
"buket","Nomina; Mt","",3
"buketan","Nomina; Jw","",4
"bukhur","Nomina; Ar","",5
"buki","Nomina; Us","",3
"buki","Nomina; Jw; Adjektiva","",4
"bukila","Verba; Ko","",2
"bukin","Nomina; Sls","",2
"bukit","Nomina","",6
"bukit","Nomina","",9
"bukito","Nomina; Pm","",2
"bukittinggi","Nomina","",8
"buklet","Nomina","",7
"buko","Verba; Tlk","",2
"bukofasial","Adjektiva","",5
"bukokok","Nomina; Ram","",2
"bukong","Nomina","",4
"bukong","Nomina; Psr","",2
"bukoro","Nomina; Mu","",2
"bukoro","Nomina; Wl","",2
"bukoti","Nomina; Tot","",2
"bukowai","Nomina; Jb","",2
"bukper","Nomina; akr","",6
"bukti","Nomina","",10
"buku","Nomina","",10
"buku","Nomina","",8
"buku","Nomina; Rt","",3
"buku-el","Nomina; sing","",7
"bukudale","Nomina; Kal","",2
"bukuk","Nomina; Mdr","",2
"bukuk","Nomina; Mt","",2
"bukulah","Nomina; Ach","",2
"bukun","Nomina; Bgi","",2
"bukuna","Nomina; Kal","",2
"bukung","Adjektiva; Jw","",3
"bukung","Nomina; Dy","",2
"bukur","Nomina","",4
"bukur","Nomina; Jw","",3
"bukur","Nomina; Jw; ark","",3
"bukur","Nomina; Mr","",2
"bukur","Nomina; Bl","",2
"bukusentris","Adjektiva","",5
"bukut","Verba","",6
"bukut","Nomina","",5
"bukute","Nomina","",4
"bukuti","Verba; Ca","",2
"bula","Nomina; Bm","",3
"bula","Nomina","",6
"bula-bula","Nomina; Bjr","",3
"bulabolo","Adjektiva; Gor; Verba","",3
"bulai","Nomina","",6
"bulak","","",4
"bulak","Nomina; Mt","",2
"bulalak","Nomina; Bgi","",2
"bulan","Nomina; Astron","",10
"bulan-bulan","Nomina","",6
"bulang","Nomina","",5
"bulang","Nomina; Mdr","",3
"bulang","Nomina; Bot","",3
"bulang","Nomina","",6
"bulang-baling","Nomina","",8
"bulangan","Nomina","",5
"bulansing","Nomina","",4
"bular","Nomina","",5
"bulat","Adjektiva","",9
"bulat","Verba; Jw","",4
"bulatia","Nomina; Gor","",2
"bulatio","Nomina; Gor","",2
"bulau","Nomina; Dy; Verba","",3
"bulawan","Nomina; Bt","",3
"bulayak","Nomina","",6
"bulayi","Nomina; Gor","",2
"bulbil","Nomina","",5
"bulbofilum","Nomina","",4
"bulbouretral","Adjektiva; Anat","",5
"bulbul","Nomina; kl","",4
"bulbus","Lt; Tan","",4
"bulda","Nomina; Kpr","",3
"buldan","Nomina; ark","",4
"buldog","Nomina; ki","",7
"buldoser","Nomina","",8
"buldozer","","",5
"buldozer","","",5
"bule","Adjektiva; cak; Nomina","",9
"bule","Nomina; Dey","",2
"bule-bulen","Adjektiva; Bt","",2
"bulek","Verba; Trj","",2
"buleleng","Nomina","",7
"buleng","Nomina","",4
"bulenteki","Verba; Gor","",2
"bulesekum","Nomina; Sln; kas","",3
"bulete","Verba; Me","",2
"buletin","Nomina","",8
"buleukat","Nomina; Ach","",3
"bulevar","Nomina","",6
"bulga","Nomina; Mdr","",3
"bulgaria","Nomina","",8
"bulgogi","Nomina","",8
"bulgur","Nomina","",6
"buli","Nomina","",5
"buli","Nomina; Wl","",2
"buli-buli","Nomina","",6
"buli-buli","Verba; Sls","",2
"buliaa","Nomina; Gor","",2
"bulian","Nomina","",6
"buliform","Nomina; Bot","",4
"buligan","Nomina; Bt","",2
"bulik","Nomina; Jw; akr","",6
"bulimia","Nomina; Dok","",6
"bulinde","Nomina; Pm","",3
"buling","Nomina; Jb","",2
